1.00000e-1, 1.29092e+1
1.07647e-1, 1.19519e+1
1.18032e-1, 1.08247e+1
1.29399e-1, 9.80118e+0
1.41906e-1, 1.05890e+1
1.55597e-1, 1.18211e+1
1.67494e-1, 1.33426e+1
1.85947e-1, 1.52175e+1
2.05116e-1, 1.71863e+1
2.24905e-1, 1.93983e+1
2.45651e-1, 2.23214e+1
2.91072e-1, 2.52630e+1
3.53863e-1, 2.86032e+1
4.44631e-1, 3.11392e+1
5.90075e-1, 3.23503e+1
7.44732e-1, 3.32651e+1
9.26862e-1, 3.39086e+1
1.15878e+0, 3.40055e+1
1.45081e+0, 3.51275e+1
1.83654e+0, 3.71355e+1
2.32045e+0, 4.07345e+1
2.91072e+0, 4.42865e+1
3.70231e+0, 4.90972e+1
4.52898e+0, 5.39900e+1
5.64217e+0, 5.87482e+1
7.04693e+0, 6.43866e+1
8.96470e+0, 6.95843e+1
1.11686e+1, 7.34779e+1
1.44232e+1, 7.66881e+1
1.87068e+1, 7.84942e+1
2.35956e+1, 7.81515e+1
3.01995e+1, 7.67852e+1
3.76472e+1, 7.44439e+1
4.78630e+1, 7.03131e+1
5.95677e+1, 6.58703e+1
7.58578e+1, 6.09389e+1
9.42517e+1, 5.47012e+1
1.20226e+2, 4.88982e+1
1.49131e+2, 4.34132e+1
1.87068e+2, 3.83822e+1
2.35964e+2, 3.41438e+1
2.91072e+2, 3.11392e+1
3.73356e+2, 2.83543e+1
4.61318e+2, 2.64001e+1
5.82590e+2, 2.52440e+1
7.44732e+2, 2.47130e+1
9.48131e+2, 2.49660e+1
1.15878e+3, 2.72864e+1
1.44844e+3, 3.06556e+1
1.77011e+3, 3.36332e+1
2.24450e+3, 3.83716e+1
2.85759e+3, 4.33223e+1
3.68467e+3, 4.85635e+1
4.61318e+3, 5.45876e+1
5.69790e+3, 6.06472e+1
7.04693e+3, 6.65481e+1
8.76830e+3, 7.35575e+1
1.09648e+4, 8.29350e+1
1.40680e+4, 9.16640e+1
1.83654e+4, 1.02226e+2
2.22592e+4, 1.07924e+2
2.80543e+4, 1.15383e+2
3.52199e+4, 1.20870e+2
4.44631e+4, 1.27398e+2
5.57271e+4, 1.27727e+2
7.17794e+4, 1.27398e+2
8.81749e+4, 1.21722e+2
1.13763e+5, 1.11635e+2
1.39516e+5, 1.00721e+2
2.11731e+5, 7.81659e+1
2.89505e+5, 6.09757e+1
3.95847e+5, 4.70147e+1
5.64307e+5, 3.53708e+1
6.91831e+5, 3.07984e+1
8.21412e+5, 2.65395e+1
1.01859e+6, 2.28805e+1
1.17098e+6, 2.01395e+1
1.41906e+6, 1.73765e+1
1.66931e+6, 1.51318e+1
2.08930e+6, 1.31965e+1
2.47504e+6, 1.12939e+1
2.96483e+6, 1.00220e+1
3.51975e+6, 8.74004e+0
4.20727e+6, 7.61120e+0
5.12339e+6, 6.54127e+0
6.30957e+6, 5.53133e+0
7.43952e+6, 4.83718e+0
8.62979e+6, 4.29425e+0
1.01722e+7, 3.76312e+0
1.24738e+7, 3.15532e+0
1.51189e+7, 2.71108e+0
1.90546e+7, 2.29309e+0
2.25259e+7, 1.99418e+0
2.75423e+7, 1.72241e+0
3.27092e+7, 1.48699e+0
3.98107e+7, 1.27960e+0
4.86998e+7, 1.10674e+0
5.97035e+7, 9.40224e-1
7.42159e+7, 7.95112e-1
8.62979e+7, 7.06234e-1
1.02756e+8, 6.19122e-1
1.22462e+8, 5.36347e-1
1.44916e+8, 4.67830e-1
1.95946e+8, 3.84247e-1
2.66255e+8, 3.24491e-1
3.45700e+8, 2.85078e-1
4.31528e+8, 2.48911e-1
5.44503e+8, 2.27298e-1
6.98151e+8, 2.17114e-1
8.79023e+8, 2.12773e-1
1.09548e+9, 2.20186e-1
1.41906e+9, 2.34929e-1
1.73334e+9, 2.53397e-1
2.16770e+9, 2.80168e-1
2.64339e+9, 3.21703e-1
3.13329e+9, 3.64873e-1
3.52015e+9, 4.05110e-1
4.13048e+9, 4.59752e-1
4.68903e+9, 5.17180e-1
5.44503e+9, 5.98752e-1
6.23839e+9, 6.83438e-1
7.04693e+9, 7.79775e-1
7.92904e+9, 8.87365e-1
8.95365e+9, 1.00441e+0
1.02550e+10, 1.17246e+0
1.18032e+10, 1.36696e+0
1.36658e+10, 1.56858e+0
1.55597e+10, 1.81986e+0
1.75522e+10, 2.10231e+0
2.01372e+10, 2.44963e+0
2.25439e+10, 2.84903e+0
2.55859e+10, 3.29735e+0
2.89551e+10, 3.81845e+0
3.25087e+10, 4.48753e+0
3.71897e+10, 5.21430e+0
4.13048e+10, 5.90895e+0
4.67802e+10, 6.84203e+0
5.24807e+10, 7.95378e+0
5.85414e+10, 9.22306e+0
6.42688e+10, 1.02451e+1
7.10197e+10, 1.15719e+1
7.87046e+10, 1.31965e+1
8.93023e+10, 1.50712e+1
1.00000e+11, 1.73765e+1
